category_fullname,video_url,title,langage,questions,video_type,
14La Policía,https://www.youtube.com/watch?v=wyhGHPWnenI&ab_channel=SciShowPsych Why do people riot?,Why Do People Riot?,ENG,¿Por qué se producen los disturbios? ¿Por qué a veces las protestas se vuelven violentas? ¿Qué importancia tiene la actuación policial en la protesta callejera? ¿De qué depende que una protesta se vuelva violenta? ¿Cómo se debería gestionar un enfrentamiento entre dos grupos? ¿Cómo se debe gestionar una protesta contra el poder político? ¿Qué relación tienen las protestas violentas con el descontento social en el momento? ¿Qué finalidad tiene un disturbio? ¿Sirve para algo? ¿La gente que lo produce pretende conseguir algo? ¿Cómo han analizado los psicólogos los actos en contextos de protesta? ¿Cuáles son las dinámicas de grupo que se producen? ¿Por qué sentimos la necesidad de protestar en el espacio público para ser a,presentación,
14La Policía,https://www.youtube.com/watch?v=n8KE7WgzbvY&ab_channel=RogueRocket Police protests dealing,How Police Deal With Protests and Riots All Over the World...,ENG,¿Cómo nos comportamos cuando formamos parte de un grupo? ¿Es similar el sentimiento de patriotismo con el que uno tiene por su equipo de fútbol? ¿Qué experimentos se han realizado? ¿Cómo favorecemos a nuestro propio grupo? ¿Qué es el favoritismo endogrupal? ¿Por qué escuchamos más a las personas que visten o se comportan como nosotros? ¿Por qué necesitamos tan pocos argumentos racionales para sentir que pertenecemos a un grupo? ¿Por qué al pertenecer a un grupo tendimos a menospreciar al grupo contrario? ¿Qué es la emoción social? ¿Por qué uno cree siempre que su grupo es mejor que el otro? ¿Cómo favorecemos nuestra propia autoestima depreciando al otro? ¿Por qué nos duele tanto cuando alguien intenta desmontar nuestras ideas? ¿Por qué tendimos a seguir pensando lo que nos es familiar? ¿En una protesta en la calle la gente actúa de forma grupal? ¿Es inteligente intervenir la manifestación con un grupo de policías armados si lo que se quiere es calmar el ambiente? ¿Qué ocurre cuando la policía se convierte en el “otro grupo”?,presentación,
14La Policía,https://www.youtube.com/watch?v=3VaZqUWoL78&ab_channel=Rub%C3%A9nGisbert La censura de la Guardia civil ruben Gisbert,¡LA CENSURA de la GUARDIA CIVIL es UN PROBLEMA DE ESTADO! (No de Gobierno),ESP,"¿Qué papel tienen las fuerzas de seguridad en una democracia? ¿En España un gobierno puede utilizar la policía a su favor? ¿Por qué se utiliza la jefatura de información de la guardia civil para mitigar las críticas a un gobierno? ¿Debería poder un gobierno utilizar las fuerzas de seguridad para sus fines propios? ¿Podrían los gobiernos de Estados Unidos, de Francia de Inglaterra hacer tal cosa? ¿Por qué pueden hacerlo en España? ¿Cómo perjudica las libertades del ciudadano la ausencia de separación de poderes? ¿Cuál es el fin de una policía pública? ¿Hacer cumplir las leyes del legislativo? ¿O servir a los políticos del ejecutivo? ¿Hay democracia en España? ¿Qué función tienen las fuerzas de seguridad en una democracia? ¿Cómo se evita que el ejecutivo meta sus manos donde no debe en una república de gobierno representativo? ¿Qué son los contrapoderes?",presentación,
14La Policía,https://www.youtube.com/watch?v=kvYvmR2iMhs&ab_channel=JoanPlanas Policía cuenta la verdad,POLICÍA CUENTA LA VERDAD ¡Tienen cuota de detenciones!,ESP,¿Es justo que el número de detenciones que efectúa un cuartel de policía al mes dependa de estadísticas impuestas des del gobierno? ¿Qué son las estadísticas que tienen que seguir los servicios de seguridad de España? ¿Cómo les impide hacer su trabajo correctamente? ¿De qué depende el sueldo de los policías? ¿Está politizada la policía? ¿Se puede reducir la violencia en las calles si los cuerpos de seguridad no pueden actuar con libertad? ¿Qué imagen se gana la policía si un día detiene a uno a la mínima y el otro día hace lo contrario? ¿Cuál es la función de un policía? ¿Detener un número de individuos al mes? ¿Cómo cambian las estadísticas los partidos políticos para manipular los resultados según sus intereses electorales? ¿Debería depender tanto del gobierno la seguridad ciudadana? ¿Se tendría que limitar a hacer cumplir las leyes que deciden los ciudadanos en democracia? ¿Qué percepción debería tener el ciudadano de la policía y cómo conseguir que así sea?,entrevista,
14La Policía,https://www.youtube.com/watch?v=ttuh-9KYbdY&ab_channel=LIBERTADTV Este policía PREDICE una OLA de CRIMEN en España | Samuel Vázquez,Este policía PREDICE una OLA de CRIMEN en España Samuel Vázquez,ESP,¿De dónde proviene la criminalidad? ¿Por qué en España la inmigración es muy diferente que otros países de Europa? ¿Qué es la criminalidad cuantitativa? ¿Sirve para acabar con la criminalidad la policía de hoy en día? ¿Sirven para algo los índices de criminalidad? ¿Qué ha ocurrido en países como Suecia en términos de criminalidad? ¿Por qué es tabú hablar de estos temas? ¿La criminalidad solo se resuelve con más policía? ¿Qué tipo de asociaciones ayudan a reducir el crimen en los barrios? ¿Qué es la delincuencia oculta o la cifra negra? ¿La capacidad socioeconómica ha dejado de ser el ítem principal en términos de criminología?,conferencia,
14La Policía,https://www.youtube.com/watch?v=T8-Jx-OZV6o&ab_channel=MarginalMedia ¿Es posible un Mundo sin Policía?,Video Debate. ¿Es Posible un Mundo sin Policía? VIDEO MONETIZACION DENEGADA,ESP,¿Por qué a veces se percibe a la policía como al enemigo? ¿Representa la policía a la autoridad? ¿De qué se queja la gente que se ha manifestado en todo el mundo con el lema “Black lives matter”? ¿Qué debate ha surgido a raíz de la muerte de George Floyd en Estados Unidos? ¿Qué podría contribuir a un mundo menos violento? ¿La pobreza incrementa la delincuencia? ¿Está siendo efectivo el sistema económico actual en erradicar la pobreza? ¿La violencia de una sociedad depende del número de oficiales que hay en las calles? ¿Son efectivos en prevenir la violencia los cuerpos de seguridad tal y como los conocemos en occidente? ¿Qué es más importante? ¿Prevenir un delito? ¿O castigar al delincuente una vez se ha producido? ¿Cómo podría cambiar la función de los policías para ir hacia una sociedad más segura? ¿Se debe luchar por un mundo sin policía? ¿Sería interesante cambiar sus servicios para proveer seguridad basada en la prevención? ¿Por qué hay sectores de la sociedad que no perciben a la policía como algo bueno? ¿A quién sirve la policía en diferentes partes del mundo? ¿A quién sirve en España? ¿Quién debería vigilar las calles de un barrio? ¿Sólo lo puede hacer el estado? ¿Qué es la justicia Maya? ¿Qué otros modelos existen en el mundo? ¿Qué otros modelos se han propuesto?,presentación,
14La Policía,https://www.youtube.com/watch?v=xaEzUxVK8GM&ab_channel=InstitutoJuandeMariana Molinari seguridad privada,José Hernández Cabrera La peligrosa idea de Molinari,ESP,¿Quién fue Gustave de Molinari? ¿Qué función tiene el estado? ¿Cuál es su función esencial? ¿Cuáles són sus tres pilares? ¿Por qué debe tener el estado el monopolio de la seguridad? ¿Qué es un monopolio estatal? ¿Todos los monopolios son malos? ¿Por qué asumimos que la seguridad la debe proporcionar el estado? ¿Qué alternativas habría? ¿Empresas privadas podrían dar un servicio mejor? ¿Cómo sería una sociedad con defensa privada? ¿Cómo sería vivir en un territorio con seguridad privada? ¿Qué inconvenientes podría tener? ¿Les interesaría a las empresas promover la inseguridad para sacar rédito económico? ¿Estaría dispuesta la gente a ceder su privacidad para instalar tecnología de vigilancia en sus domicilios? ¿Cuál es la mejor forma de evitar crímenes? ¿Qué es la seguridad? ¿Fomentaría la cooperación para prevenir crímenes un modelo de seguridad privado?,conferencia,
14La Policía,https://www.youtube.com/watch?v=eorW6ASw-4c&ab_channel=HispanoamericanosUnidos Japón sistema de seguridad Koban,Qué aprender de... JAPÓN ¿POR QUÉ es TAN SEGURO?,ESP,"¿Qué es el sistema de Koban de seguridad? ¿Qué resultados ha dado en Japón y en otros territorios este sistema? ¿Cómo funciona el sistema? ¿Qué son las casetas Koban? ¿Qué son los policías comunitarios? ¿Consiguen reducir los delitos en las comunidades japonesas? ¿Es una buena solución para reducir la delincuencia en un territorio? ¿Cómo le fue a Singapur la aplicación de este modelo? ¿Funcionaría un sistema similar en España? ¿Habría más seguridad? ¿Ayudaría en las condiciones de trabajo del oficial? ¿Se le tendría mucho más aprecio a la policía si a los oficiales los conociese todo el barrio? ¿Mejoraría la eficacia del sistema policial actual? ¿Serían más eficaces en resolver los problemas que atraviesa una comunidad? ¿Qué beneficios tendría tener una comunicación fluida entre policía y población local?
¿Cómo puede ayudar un agente a solucionar problemas en un distrito? ¿Es la investigación de crímenes la única forma de hacerlo? ¿Está enfocada en el “después” la policía actual? ¿Qué función podría tener un policía y cómo podría mejorar su relación con la gente? Si se potenciase su papel de mediador, ¿Podría evitar que muchos conflictos acabasen en juzgado? ¿Reduciría el miedo al delito de la gente?",presentación,
15El Banco,https://www.youtube.com/watch?v=EhaIOvAqMac&ab_channel=CaminosdelaLibertad El papel de la banca central ,El papel de la banca central,ESP,¿Qué es el dinero? ¿Para qué sirve? ¿Es inútil en sí mismo? ¿Quién le da utilidad o valor? ¿Quién decide los precios que tienen los productos? ¿Quién decide la cantidad de dinero que hay en circulación? ¿Cómo funcionan actualmente los bancos? ¿Cómo crean dinero los bancos privados? ¿Qué son los tipos o tasas de interés de la deuda? ¿De qué dependen? ¿De qué deberían depender? ¿Cuál es el rol de los bancos centrales? ¿Cómo y por qué intervienen en la economía en períodos de crisis? ¿Cómo saben qué precio debe tener el crédito? ¿Quién debe determinar el precio del crédito? ¿Cómo se equilibrarían los tipos de interés en un mercado sin banca central? ¿Qué es la inflación? ¿Por qué se dice que es un impuesto encubierto? ¿Cuál es la discusión en economía sobre cómo debería funcionar el sistema bancario?,conferencia,
15El Banco,https://www.youtube.com/watch?v=SfTfPky_SYA&ab_channel=ElGentilhombre Dinero: Bancos centrales patron oro etc. Gentilhombre,"DINERO: Bancos centrales, Patrón Oro, FÍAT | Su historia y destrucción (4/4)",ESP,"Ver también capítulos 1, 2 y 3.  ¿Para qué sirve entender la historia del dinero? ¿Cómo surgió el dinero? ¿Cómo ciertas políticas monetarias llevaron a imperios enteros a la ruina? ¿Cuándo se creó la moneda? ¿Cuándo empezaron los estados a centralizar la creación de monedas? ¿Es algo nuevo la manipulación del dinero? ¿Qué efectos tuvo la degradación de la moneda? ¿Qué papel jugaron los estados en la pérdida de valor de la moneda? ¿Por qué sobrevivió el Imperio Bizantino? ¿Qué fue la revolución comercial? ¿Cuál fue el primer tratado monetario de la historia? ¿Cómo fue la transición de la edad media a la edad moderna? ¿Cuándo reapareció el oro? ¿Qué era el valor nominal y el valor real de las monedas? ¿Cómo robaban a sus ciudadanos los gobiernos cambiando estos valores? ¿Cómo funcionaba la banca en sus inicios? ¿Qué diferencia había entre la banca de préstamo y la de depósitos? ¿Qué es la banca de reserva fraccionaria? ¿En qué contexto aparecieron el papel moneda y los bancos centrales? ¿Quién fue John Law? ¿Qué reformas creó Isaac Newton en Gran Bretaña? ¿De qué trata el patrón oro clásico? ¿Por qué se abandonó en 1914? ¿Qué burbujas se han producido después de este hecho?",presentación,
15El Banco,https://www.youtube.com/watch?v=LFGYI4E10T4&ab_channel=IndependentPOV 97%Adueñado: ¿Cómo se crea el dinero?,97% Adueñado: Cómo se crea el dinero | Documental,ESP,"¿Cómo se crea el dinero? ¿Qué porcentaje del dinero circula en efectivo? ¿Cómo funcionaba el sistema monetario y bancario que había antes de la industrialización? ¿Cómo crean el dinero actualmente los bancos comerciales? ¿Prestan dinero los bancos? ¿O lo crean? ¿Por qué se dice que el dinero es deuda? ¿Cuándo crean nuevo dinero los bancos? ¿Qué efectos tiene en la economía global? ¿Son evitables los ciclos económicos en el sistema de creación de dinero actual? ¿Qué provoca las crisis financieras? ¿Qué son las reservas del banco central? ¿Qué se decidió en los acuerdos de Bretton Woods en 1944? ¿Cómo se llegó al dinero fiduciario actual? ¿Qué efectos tiene la expansión crediticia? ¿Qué provoca la inflación? ¿Por qué sube el precio de los inmuebles? ¿Qué es una burbuja? ¿Por qué está bajando el nivel de vida de la gente? ¿Por qué ahora se requiere de dos personas para financiar una casa, mientras en los años 50 solo se necesitaba una que trabajara? ¿Qué son las monedas complementarias? ¿Qué es la balanza comercial? ¿Y la guerra financiera? ¿Se les debería sacar el poder de crear el dinero a los bancos y dárselo a un estado democrático? ¿O habría que diseñar un sistema en el que nadie tuviese este poder?",documental,
15El Banco,https://www.youtube.com/watch?v=E_UnGJwr0p0&ab_channel=ElEscaparate Axel Kaiser banca central sistema fraccional y la próxima crisis,"Axel Kaiser sobre la banca central, el sistema fraccional y la próxima crisis",ESP,¿Por qué percibe tan poco el fruto de su trabajo el ciudadano de a pie? ¿Está costando mucho más ahorrar ahora respecto a hace 50 años? ¿Por qué? ¿Qué relación tiene con el sistema bancario? ¿Cómo está funcionando la distribución de la riqueza? ¿Qué ocurre cuando la gente está indignada y descontenta sin que haya un camino claro adonde ir? ¿Se abre la puerta al surgimiento de autoritarismos? ¿Cómo tendría que cambiar el sistema económico para revertir la situación? ¿Qué era el patrón oro? ¿Qué papel juegan los bancos centrales en la economía actual? ¿Por qué cada vez los países se endeudan más? ¿Qué es el determinismo protestante? ¿Por qué está tan regulado el sistema financiero mundial? ¿Hoy día el dinero es deuda? ¿Cómo funcionaban otros sistemas bancarios que dieron buenos resultados? ¿Cómo funcionaba la banca libre? ¿Qué diferencia hay entre los capitalistas y el capitalismo? ¿Qué dice Adam Smith en la riqueza de las naciones? ¿Qué discurso tendría que adoptar el liberalismo para dejar clara esta diferencia? ¿Qué dirían los economistas clásicos si vieran el sistema bancario actual?,entrevista,
15El Banco,https://www.youtube.com/watch?v=NURzCQ1rUg8&ab_channel=SergioSantill%C3%A1nD%C3%ADaz Escuela Austriaca de Economía Miguel Ángel Alonso,Escuela Austriaca de Economía (Conferencia) | Miguel Ángel Alonso,ESP,¿De dónde vino la crisis del 2008? ¿Qué la causó? ¿Qué fue la crisis de las tecnológicas y qué tuvo que relación tuvo con la crisis de las inmobiliarias? ¿Cómo fue el debate que se dio después de la gran recesión del 29? ¿Qué han hecho los economistas desde entonces? ¿Se ha convertido la matemática en un fin en lugar de en un instrumento? ¿Cuáles fueron las posturas de Hayek y Keynes en el debate? ¿Qué le da valor al papel moneda que llevamos en el bolsillo? ¿Estamos funcionando bajo un sistema monetario sostenible? ¿Es la expansión monetaria la que alimenta las burbujas y las posteriores crisis? ¿Qué hace que se cree una burbuja en un sector y no en otro? ¿Qué políticas se han aplicado históricamente en épocas de crisis? ¿Por qué se responde siempre con expansión monetaria? ¿Qué consecuencias acaban teniendo estas políticas? ¿Por qué los países no se paran de endeudar? ¿Ha servido de algo? ¿Cuándo es rico un país? ¿Qué es un sistema de reserva fraccionaria? ¿Qué es lo que proponen los autores de la Escuela Austríaca de Economía? ¿Qué ocurre cuando se produce un desajuste entre ahorro e inversión? ¿En qué sectores de la economía se invierte más cuando los tipos de interés son bajos? ¿Por qué los tipos de interés bajos provocan burbujas en sectores como la vivienda o la automoción?,clase teórica,
15El Banco,https://www.youtube.com/watch?v=puBNiGxDt5g&ab_channel=SergioSantill%C3%A1nD%C3%ADaz Huerta de Soto crisis financieras,La crisis global y la teoría austriaca: principios económicos | Jesús Huerta de Soto,ESP,¿Qué fue la ley de Peel de 1844? ¿Cómo explicaba los ciclos económicos el gobierno inglés de la época? ¿Cómo expandían los banqueros privados la masa monetaria? ¿Qué crea las burbujas económicas? ¿Por qué fracasó la ley de Peel? ¿Qué errores cometieron los economistas de la Currency School? ¿Qué fueron las leyes de curso forzoso? ¿Por qué se obligó a la gente a utilizar el papel moneda? ¿Tenemos un sistema financiero basado en un error teórico? ¿Está en la recesión el problema de una crisis financiera? ¿O el error se cometió en la época de bonanza? ¿Qué hace que se cometan errores de inversión en una burbuja? ¿Cómo se debería modificar el sistema financiero internacional? ¿Cómo sería la transición? ¿Cómo se comportaría la economía si se les exigiese a los bancos un coeficiente de caja al 100% para todos los depósitos a la vista? ¿Serían necesarios los bancos centrales?,conferencia,
15El Banco,"https://www.youtube.com/watch?v=lVK-kgSQMPs&ab_channel=LearnLiberty Prof. Lawrence H. White : What Is Free Banking, and Why Sould I Care?","Prof. Lawrence H. White: What Is Free Banking, and Why Should I Care?",ENG,¿Qué es la Banca Libre? ¿Puede haber un sistema de banca en el que el estado no intervenga en la emisión de dinero? ¿Puede funcionar un sistema en que cualquier entidad pueda emitir su propia moneda? ¿Qué papel desempeñaría la competencia entre bancos en mantener un buen estado de activos? ¿Cuáles son los incentivos de los bancos en este sistema? ¿Qué experiencias ha habido de banca libra a lo largo de la historia? ¿Cómo consiguieron estos sistemas que las diferentes monedas fuesen intercambiables?,presentación,
15El Banco,https://www.youtube.com/watch?v=Q1_d2q5JZmI&ab_channel=InstitutoJuandeMariana A. Ravier y Juan Ramó Rallo - ¿Desaparecerían los ciclos económicos con un sistema de banca libre?,A. Ravier y Juan Ramón Rallo - ¿Desaparecerían los ciclos económicos con un sistema de banca libre?,ESP,¿Desaparecerían los ciclos económicos con un sistema de banca libre? ¿Por qué hay quiebras generalizadas en el sistema bancario actual? ¿Qué ocurriría en un sistema de banca libre en caso de quiebra de un banco? ¿Qué diferencias hay entre las fluctuaciones económicas y los ciclos económicos? ¿Qué causas pueden llevar a que el ahorro se desajuste con la inversión? ¿Qué papel desempeñan los intermediarios financieros? ¿Por qué habría que regular la banca? ¿Hace falta obligar el coeficiente de caja de 100%? ¿Necesariamente tiene crisis un sistema bancario de banca libre?,debate,
15El Banco,https://www.youtube.com/watch?v=ECSsM7UJE1g&ab_channel=Lunaticoin Historia del Patrón Oro – Del Bimetalismo de antes de 1870 a Bitcoin,Historia del Patrón Oro - Del Bimetalismo de antes de 1870 a Bitcoin,ESP,¿Cuál es la historia del patrón oro? ¿Por qué ciertas monedas tienen nombres de unidades de peso? ¿Qué diferencia hay entre dinero y moneda? ¿La deuda es un tipo de moneda? ¿Tiene que ser tangible el dinero? ¿Qué es un activo financiero? ¿Y un pasivo? ¿Cómo se parecen el bitcoin y el patrón oro? ¿Qué es la liquidez de un bien? ¿Por qué hay crisis de liquidez en el sistema monetario actual? ¿Un activo monetario tiene que ser muy líquido? ¿Un buen dinero también tiene que moverse fácilmente? ¿Por qué se sellaban las monedas de oro? ¿Por qué se mezclaba el oro con otros metales para hacer las monedas? ¿Qué diferentes patrones oro ha habido? ¿Cómo funcionaba el bimetalismo? ¿Qué fue el patrón oro clásico? ¿Qué eran las promesas de cambio en oro? ¿Qué quiere decir que el oro era el liquidador último? ¿Se podían cambiar en el banco los billetes por oro? ¿Por qué el mercado de intercambio de monedas era tan estable? ¿Qué cambió después de la primera guerra mundial? ¿Qué beneficios tiene el bitcoin respecto al patrón oro? ¿Y el oro respecto al bitcoin? ¿Por qué es frágil un sistema monetario que tiende a la centralización de reservas? ¿Es prudente que una moneda dependa del funcionamiento correcto de la red eléctrica? ¿Cómo fue la vuelta al oro después de la primera guerra mundial? ¿Hacia dónde tendría que cambiar el sistema monetario actual?,podcast,
15El Banco,https://www.youtube.com/watch?v=xmnWhh6lE1A&t=3477s&ab_channel=JuanRam%C3%B3nRallo Entrevista a Leif Ferreira sobre inversión en criptomonedas,Entrevista a Leif Ferreira sobre inversión en criptomonedas,ESP,"¿Por qué tener control sobre nuestro dinero nos hace más libres? ¿Qué son las criptomonedas? ¿Cómo podrían ayudar a resolver los problemas de la moneda FIAT actual? ¿Qué es bitcoin y para qué sirve? ¿Por qué es bueno que funcione con un sistema descentralizado? ¿Cumple Bitcoin con todos los requisitos del dinero? ¿Es bueno que el valor de una moneda dependa de las decisiones de unos pocos? ¿Imita Bitcoin a los metales preciosos como reserva de valor? ¿Cómo se están usando las criptomonedas en Argentina, Oriente Medio o África? ¿Qué son las DAOs? ¿Por qué Bitcoin se ha convertido en el patrón en el sector de las criptomonedas? ¿Hay un líder en Bitcoin? ¿Qué la diferencia de las otras criptos? ¿Qué implica que tenga un límite de expansión monetaria? ¿Podría ser el futuro de las monedas? ¿Se podría transicionar a Bitcoin sin el permiso estatal? ¿Sería deseable cambiar a un modelo monetario con respaldo en metal precioso? ¿Sería parecido un mundo donde se pagara en bitcoins a otro dónde se usara el oro o la plata? ¿Vamos hacia un modelo monetario donde coexistan diversas monedas y criptomonedas?",entrevista,
16Los Jardines,https://www.youtube.com/watch?v=GC7iMfjh6N0 Barcelona gestión inteligente sistema de riego,Barcelona: La ciudad que fluye. Gestión inteligente del sistema de riego de parques y jardines.,ESP,¿Sirve la innovación tecnológica para hacer los jardines de una ciudad más sostenibles? ¿Sirve de algo tecnologizar un sistema que ya de un inicio era ineficiente? ¿Qué es una ciudad inteligente? ¿Es lógico querer mantener plantas que no sobrevivirían en nuestro ambiente por sí solas? ¿Es ecológico cubrir las zonas verdes de grandes superficies de césped que requieren de riego constante? ¿No se deberían sembrar plantas autóctonas que no se tuviesen que regar en una ciudad realmente inteligente?,reportaje,
16Los Jardines,https://www.youtube.com/watch?v=eqse_kpdc0k&t=1014s&ab_channel=CanalEncuentro Ambientes. Paisajismo Canal Encuentro,Ambientes. Arquitectura sustentable: Paisajismo - Canal Encuentro,ESP,"¿Nos parecen bonitos nuestros paisajes naturales? ¿Y los bosques? ¿Los riega alguien? ¿Están igual de bonitas todo el año las plantas en las praderas? ¿Las cortan de alguna manera para que se pongan bonitas? Siguen procesos, ¿Verdad? ¿Podrían los jardines de una ciudad seguir también estos ciclos? ¿Nos ahorraríamos trabajo y agua? ¿Para qué comprar plantas si tienes las semillas en el monte? ¿Qué son los jardines asilvestrados? ¿Cómo se gestionan? ¿Necesitan igualmente de un jardinero? ¿Qué papel juega el jardinero en el diseño de este tipo de espacios?",reportaje,
16Los Jardines,https://www.youtube.com/watch?v=GD6obRnwLog&ab_channel=IEDMadrid,Esta es una plaza madrid,ESP,¿Quién tendrá que decidir lo que se construye en una plaza o calle? ¿Podría ser el propio vecino quien lo diseñase participativamente? ¿Qué es la participación? ¿De qué manera es efectivo que participe la gente? ¿Con una encuesta para dar su opinión y que después un arquitecto haga lo que le pareciese oportuno? ¿Decidiéndolo en asamblea y construyéndolo con sus propias manos? ¿Todo proceso participativo es bueno? ¿Quién gestionaría los espacios diseñados por la gente del barrio? ¿Haría falta mantenerlos o serían los propios vecinos organizados los que lo harían?,reportaje,
16Los Jardines,https://www.youtube.com/watch?v=7hgIcHJ7IcM&ab_channel=UNED De Madrid al suelo: la emergencia de la agricultura urbana,09-11-2012. De Madrid al suelo: la emergencia de la agricultura urbana.,ESP,¿De dónde viene la agricultura urbana? ¿En qué épocas y por qué se ha usado históricamente? ¿Cómo ha evolucionado en España? ¿Tienen ahora únicamente el objetivo de proporcionar espacios de cultivo de alimentos? ¿Qué diferentes funciones tiene el huerto en la ciudad? ¿Qué papel social y educativo juegan? ¿Cómo se podrían potenciar este tipo de iniciativas? ¿Deberían los ayuntamientos dejar que los vecinos se organizasen para crearlos donde y cuando quisieran? ¿Cómo cambiaría la manera de entender el espacio público si así fuera? ¿Se integraría la producción de alimentos en los jardines de las ciudades?,reportaje,
16Los Jardines,https://www.youtube.com/watch?v=y2fbPEJcXm0&ab_channel=laTanina La Tanina agricultura y guerra,AGRICULTURA y GUERRA,ESP,¿Qué relación hay entre la industria de la guerra y la industria agroquímica? ¿Qué fue la hambruna de las patatas y qué pasó en Irlanda? ¿De dónde salen los patógenos? ¿Cuál fue el primer pesticida del mundo? ¿Qué consecuencias hubo del uso del DDT? ¿Por qué los agroquímicos atan a los agricultores a los productos? ¿Por qué cada vez es más necesario utilizar más productos químicos? ¿Qué forma de cultivar promueve la resiliencia de un sistema agrícola a las plagas? ¿Por qué los cultivos de hoy en día son mucho menos nutritivos que hace 40 años? ¿Quién tiene el poder de cambiar el modelo de alimentación de un territorio? ¿Estaríamos en esta situación si la horticultura fuera una actividad común en las ciudades?,presentación,
16Los Jardines,https://www.youtube.com/watch?v=wH2ShQ-7hEI&t=404s food forest seatle public place,Seattle's Urban Food Forest Park!,ENG,"¿Qué ejemplos se pueden encontrar de bosques comestibles autogestionados? ¿Cómo funciona este bosque de alimentos en Seattle? ¿Cómo les cedió el terreno el ayuntamiento? ¿Quién se encarga de gestionarlo? ¿Cómo se organizan los vecinos y voluntarios para realizar las diferentes tareas? ¿Cómo convencieron a las autoridades locales para llevarlo a cabo? ¿Cómo ha ayudado a que el barrio se conozca trabajando en un proyecto conjunto? ¿A parte de destruirla, se nos da bien generar diversidad? ¿Cuántas especies debe haber en este espacio? ¿Lo habría hecho mejor el ayuntamiento? ¿Cómo se podrían potenciar este tipo de iniciativas? ¿Deberían los ayuntamientos dejar que los vecinos se organizasen para crearlos donde y cuando quisieran? ¿Cambiaría nuestra alimentación si fuésemos conscientes de cómo se produce orgánico? ¿Para quién serían los productos que se recolectasen en el espacio público? ¿Podrían destinarse a comidas populares? ",reportaje,
16Los Jardines,https://www.atresplayer.com/lasexta/programas/salvados/temporada-5/capitulo-6-cuando-ramos-ricos_5ad095c87ed1a88d4ef8134a/,Cuando éramos ricos,ESP,¿Hemos seleccionado mal las prioridades a la hora de ? ¿Por qué se hacen proyectos que acaban vacíos de gente? ¿Se estudia si se utilizará un proyecto antes de hacerlo? ¿Qué condiciones se tienen que dar para que haya gente en un sitio? ¿Por qué se confía en que la arquitectura puede mejorar un lugar? ¿Acaso la disciplina tiene herramientas para analizar la vida urbana? ¿Hacer edificios escultóricos hace que se use más un sitio? ¿Tiene sentido hacer una infraestructura sin antes estudiar si se utilizará o no? ¿Se haría igual si decidiésemos entre todos en qué se gasta el dinero? ¿Cómo tendría que cambiar el urbanismo para tener herramientas fiables de análisis? ¿Se analiza por qué no funcionan ciertos proyectos después de su construcción?,reportaje,
16Los Jardines,https://www.rtve.es/play/videos/la-aventura-del-saber/aventura-del-saber-27-03-14/2471871/,Can Batlló La aventura del saber,ESP,¿Tiene sentido hacer macroproyectos urbanísticos que nadie ha pedido? ¿Qué se hizo en Can Batlló? ¿Cómo el barrio fue transformando el sitio poco a poco? ¿Es el estado el que tiene que dotar de actividad un sitio? ¿La propia gente puede diseñar su propio espacio sin supervisión estatal? ¿Quién tiene que diseñar un proyecto público? ¿Quién sabe lo que más le conviene? ¿Se puede diseñar un espacio con la gente que lo vivirá? ¿Cómo se organizaron en Can Batlló para acabarlo haciendo? ¿Se están resolviendo las necesidades de la gente de forma más eficiente diseñando de esta forma? ¿Puede ser que se consiga más con menos presupuesto?,,
16Los Jardines,https://www.youtube.com/watch?v=OAYUPHgK9DE&ab_channel=LaF%C3%A1brikadetodalavida,La Kacharrería de LFDTV,ESP,¿Qué es LaFábrika detodalavida? ¿Qué iniciativas están surgiendo en este barrio? ¿Cómo se ha rehabilitado todo este espacio? ¿Es capaz la gente de autoconstruirse sus espacios sin depender del presupuesto público? ¿De qué forma crear un espacio donde una comunidad pueda encontrarse y crecer? ¿Está igual de vivo el espacio si el proyecto se impone desde arriba?,,
16Los Jardines,https://www.youtube.com/watch?v=w4wq9-UEZq4&ab_channel=CreativeHubsNetwork,Bau Topia Floating University,,,,
17La Cárcel ,https://www.youtube.com/watch?v=dXixBKcEqcA&feature=youtu.be El experimento de la cárcel de Stanford etiquetas,El experimento de la cárcel de Stanford: cuidado con las etiquetas,ESP,¿Qué pasó en el experimento de la cárcel de Stanford? ¿Qué podemos sacar como conclusión? ¿Cómo afectan las etiquetas que se nos asignan? ¿Influyen en nuestras conductas? ¿Cómo pueden cambiar tu comportamiento normal el hecho de tener o no el poder? ¿Pasa lo mismo en las cárceles convencionales? ¿Qué importancia tienen los papeles que se nos asignan en nuestra forma de actuar? ¿Qué trato se les tendría que dar a los presos en una cárcel? ¿Qué ambiente tiene que haber en una cárcel? ¿Se les da suficiente importancia a estos factores?,presentación,
